word,times_added,times_removed,net_change,absolute_change,survival_fraction
failed,1,1,0,2,0.0
pizarro,1,1,0,2,0.0
exclusively,1,1,0,2,0.0
governments,1,1,0,2,0.0
celebrations,1,1,0,2,0.0
colobus,1,1,0,2,0.0
siamese,0,1,-1,1,0.0
cloud,0,1,-1,1,0.0
difficulty,0,1,-1,1,0.0
august,0,1,-1,1,0.0
1818,0,2,-2,2,0.0
millenialist,0,1,-1,1,0.0
sons,0,1,-1,1,0.0
oop,5,5,0,10,0.0
brunei,1,1,0,2,0.0
sate,1,1,0,2,0.0
nnched,1,1,0,2,0.0
sanitation,0,1,-1,1,0.0
davidmontgomery,0,1,-1,1,0.0
troféus,0,1,-1,1,0.0
americasbahamas,0,1,-1,1,0.0
bell,0,1,-1,1,0.0
intentional,0,1,-1,1,0.0
suitable,0,1,-1,1,0.0
forms,0,1,-1,1,0.0
anne,0,1,-1,1,0.0
atacama,0,3,-3,3,0.0
4th,0,1,-1,1,0.0
longer,1,1,0,2,0.0
strategically,0,1,-1,1,0.0
tracing,0,1,-1,1,0.0
entering,0,1,-1,1,0.0
relations,0,2,-2,2,0.0
interests,4,4,0,8,0.0
princeton,4,4,0,8,0.0
gregorian,4,4,0,8,0.0
migrated,4,4,0,8,0.0
describes,4,4,0,8,0.0
study,1,1,0,2,0.0
famine,1,1,0,2,0.0
lorenzo,1,1,0,2,0.0
combat,1,1,0,2,0.0
aquired,1,1,0,2,0.0
noble,0,1,-1,1,0.0
mole,1,1,0,2,0.0
devastation,1,1,0,2,0.0
papaya,1,1,0,2,0.0
era,1,1,0,2,0.0
waged,1,1,0,2,0.0
indigena,1,1,0,2,0.0
framing,1,1,0,2,0.0
collective,1,1,0,2,0.0
explorers,1,1,0,2,0.0
hu,1,1,0,2,0.0
pedagogies,1,1,0,2,0.0
92,1,1,0,2,0.0
517284,1,1,0,2,0.0
said,1,1,0,2,0.0
iron,1,1,0,2,0.0
government,5,5,0,10,0.0
independence,5,5,0,10,0.0
establishment,4,4,0,8,0.0
experiences,4,4,0,8,0.0
extracting,1,1,0,2,0.0
pilar,1,1,0,2,0.0
7th,1,1,0,2,0.0
spreading,1,1,0,2,0.0
extinct,1,1,0,2,0.0
ship,1,1,0,2,0.0
216,1,1,0,2,0.0
subject,1,1,0,2,0.0
dq,1,1,0,2,0.0
demythologising,1,1,0,2,0.0
mission,1,1,0,2,0.0
1828,1,1,0,2,0.0
virginia,0,2,-2,2,0.0
depending,0,1,-1,1,0.0
1415,0,2,-2,2,0.0
sikkim,0,1,-1,1,0.0
writers,0,1,-1,1,0.0
hemisphere,0,1,-1,1,0.0
fully,0,1,-1,1,0.0
communicable,0,1,-1,1,0.0
alexandria,0,1,-1,1,0.0
habitable,0,1,-1,1,0.0
história,0,1,-1,1,0.0
precipitating,0,1,-1,1,0.0
scientists,0,1,-1,1,0.0
reséndez,0,1,-1,1,0.0
controls,1,1,0,2,0.0
left,5,5,0,10,0.0
masks,1,1,0,2,0.0
mamdani,1,1,0,2,0.0
practicesmignolo,1,1,0,2,0.0
americass,1,1,0,2,0.0
explain,1,1,0,2,0.0
mytbs,1,1,0,2,0.0
ninos,1,1,0,2,0.0
unideb,1,1,0,2,0.0
sunga,1,1,0,2,0.0
didn,1,1,0,2,0.0
destroying,1,1,0,2,0.0
heartlands,1,1,0,2,0.0
pluricontinental,1,1,0,2,0.0
self,5,5,0,10,0.0
duration,1,1,0,2,0.0
vázquez,1,1,0,2,0.0
56,1,1,0,2,0.0
poverty,1,1,0,2,0.0
admin,1,1,0,2,0.0
nauru,1,1,0,2,0.0
cabeza,1,1,0,2,0.0
hamburger,1,1,0,2,0.0
significance,1,1,0,2,0.0
writingpablo,1,1,0,2,0.0
catastrophe,0,2,-2,2,0.0
coinciding,1,1,0,2,0.0
invaded,1,1,0,2,0.0
museum,1,1,0,2,0.0
belief,0,1,-1,1,0.0
hungarian,1,1,0,2,0.0
civilizing,1,1,0,2,0.0
rapist,1,1,0,2,0.0
spectrum,1,1,0,2,0.0
rex,1,1,0,2,0.0
chesse,1,1,0,2,0.0
amerigo,1,1,0,2,0.0
1920,1,1,0,2,0.0
450,1,1,0,2,0.0
linguistic,1,1,0,2,0.0
pursuing,1,1,0,2,0.0
nationalist,1,1,0,2,0.0
cutmore,1,1,0,2,0.0
morocco,1,1,0,2,0.0
inspired,0,1,-1,1,0.0
title,1,1,0,2,0.0
pueblos,0,2,-2,2,0.0
cerrito,0,1,-1,1,0.0
pay,0,2,-2,2,0.0
routes,0,2,-2,2,0.0
inherited,0,3,-3,3,0.0
erected,0,1,-1,1,0.0
haiti,0,1,-1,1,0.0
comparison,0,1,-1,1,0.0
applied,0,1,-1,1,0.0
sculptor,0,1,-1,1,0.0
etymologically,0,1,-1,1,0.0
speculate,0,1,-1,1,0.0
puna,0,3,-3,3,0.0
chucky,1,1,0,2,0.0
270px,1,1,0,2,0.0
aymara,1,1,0,2,0.0
vafanculo,1,1,0,2,0.0
proving,1,1,0,2,0.0
rivalry,1,1,0,2,0.0
materials,1,1,0,2,0.0
thats,1,1,0,2,0.0
advocated,1,1,0,2,0.0
ghost,1,1,0,2,0.0
rape,1,1,0,2,0.0
natural,1,1,0,2,0.0
absence,1,1,0,2,0.0
march,1,1,0,2,0.0
ortiz,1,1,0,2,0.0
ps,1,1,0,2,0.0
geography,1,1,0,2,0.0
saint,6,6,0,12,0.0
practices,5,5,0,10,0.0
arrived,1,1,0,2,0.0
production,1,1,0,2,0.0
mica,1,1,0,2,0.0
brought,1,1,0,2,0.0
discourses,1,1,0,2,0.0
terror,1,1,0,2,0.0
mathias,1,1,0,2,0.0
farther,1,1,0,2,0.0
talamanca,1,1,0,2,0.0
misconception,1,1,0,2,0.0
alt,1,1,0,2,0.0
cincinnati,1,1,0,2,0.0
longitudinal,0,1,-1,1,0.0
main,1,1,0,2,0.0
real,1,1,0,2,0.0
mcdonald,1,1,0,2,0.0
zone,1,1,0,2,0.0
booooooooooooooooooooooooo,1,1,0,2,0.0
observanceyuui,1,1,0,2,0.0
base,1,1,0,2,0.0
18,1,1,0,2,0.0
houghton,1,1,0,2,0.0
feast,1,1,0,2,0.0
advanced,1,1,0,2,0.0
aylillas,1,1,0,2,0.0
patron,1,1,0,2,0.0
paraguayan,0,1,-1,1,0.0
dominican,0,1,-1,1,0.0
decades,1,1,0,2,0.0
struggle,0,1,-1,1,0.0
briefly,0,1,-1,1,0.0
orange,0,1,-1,1,0.0
imposing,0,1,-1,1,0.0
revista,0,1,-1,1,0.0
rest,0,1,-1,1,0.0
corpus,0,1,-1,1,0.0
palgrave,0,2,-2,2,0.0
absurd,0,1,-1,1,0.0
surviving,0,1,-1,1,0.0
434,0,1,-1,1,0.0
rdz017,0,1,-1,1,0.0
globe,0,2,-2,2,0.0
jean,0,1,-1,1,0.0
actively,0,1,-1,1,0.0
decorated,0,1,-1,1,0.0
recognizing,0,1,-1,1,0.0
galleons,0,1,-1,1,0.0
maud,0,1,-1,1,0.0
plinth,0,3,-3,3,0.0
authors,0,2,-2,2,0.0
136,0,1,-1,1,0.0
profile,0,2,-2,2,0.0
1817,0,1,-1,1,0.0
budding,0,1,-1,1,0.0
vi,0,2,-2,2,0.0
qatar,0,1,-1,1,0.0
charlottesville,0,1,-1,1,0.0
beginning,0,1,-1,1,0.0
meaning,0,1,-1,1,0.0
84,0,1,-1,1,0.0
larger,0,1,-1,1,0.0
effort,0,1,-1,1,0.0
este,0,1,-1,1,0.0
numbered,0,1,-1,1,0.0
estimates,0,1,-1,1,0.0
incident,0,1,-1,1,0.0
forced,0,6,-6,6,0.0
columbists,0,1,-1,1,0.0
tomo,0,1,-1,1,0.0
gone,0,1,-1,1,0.0
receive,0,1,-1,1,0.0
effect,0,1,-1,1,0.0
protectorates,0,2,-2,2,0.0
lasell,0,1,-1,1,0.0
activists,0,2,-2,2,0.0
republic,0,1,-1,1,0.0
review,0,1,-1,1,0.0
online,0,1,-1,1,0.0
won,0,1,-1,1,0.0
translator,0,2,-2,2,0.0
keene,0,2,-2,2,0.0
bolivian,0,1,-1,1,0.0
kashmir,0,1,-1,1,0.0
forks,0,1,-1,1,0.0
dell,0,1,-1,1,0.0
mariano,0,1,-1,1,0.0
ferdinand,0,3,-3,3,0.0
thailand,0,1,-1,1,0.0
centers,0,1,-1,1,0.0
weeks,0,1,-1,1,0.0
argusleader,0,1,-1,1,0.0
maman,1,1,0,2,0.0
reerected,1,1,0,2,0.0
debunking,1,1,0,2,0.0
greed,1,1,0,2,0.0
historylessness,1,1,0,2,0.0
aparecida,1,1,0,2,0.0
387,1,1,0,2,0.0
wrought,1,1,0,2,0.0
hypothesised,0,1,-1,1,0.0
pierre,0,1,-1,1,0.0
founded,0,2,-2,2,0.0
weapons,0,1,-1,1,0.0
excerpt,0,1,-1,1,0.0
statueless,0,1,-1,1,0.0
according,0,1,-1,1,0.0
memorials,0,2,-2,2,0.0
54,0,1,-1,1,0.0
40388468,0,1,-1,1,0.0
synonym,0,1,-1,1,0.0
london,0,1,-1,1,0.0
buffalo,0,1,-1,1,0.0
1939,0,1,-1,1,0.0
arte,0,1,-1,1,0.0
rodney,0,1,-1,1,0.0
bold,1,1,0,2,0.0
subsistence,1,1,0,2,0.0
guanacaste,1,1,0,2,0.0
powerful,1,1,0,2,0.0
punishing,1,1,0,2,0.0
description,1,1,0,2,0.0
digital,0,1,-1,1,0.0
tahoe,0,1,-1,1,0.0
jefferson,0,1,-1,1,0.0
nicholas,0,1,-1,1,0.0
multinational,0,1,-1,1,0.0
involved,0,2,-2,2,0.0
question,0,1,-1,1,0.0
infected,0,1,-1,1,0.0
brutal,0,1,-1,1,0.0
populationbotswana,0,1,-1,1,0.0
tensions,0,1,-1,1,0.0
economy,0,1,-1,1,0.0
copper,0,1,-1,1,0.0
queen,0,2,-2,2,0.0
serie,0,1,-1,1,0.0
fled,1,1,0,2,0.0
collapse,0,1,-1,1,0.0
pounds,0,1,-1,1,0.0
filipa,0,1,-1,1,0.0
people,29,29,0,58,0.0
million,24,24,0,48,0.0
125,1,1,0,2,0.0
capitalist,1,1,0,2,0.0
muhammad,1,1,0,2,0.0
mandatory,0,1,-1,1,0.0
leading,0,1,-1,1,0.0
passed,0,1,-1,1,0.0
dust,0,1,-1,1,0.0
genealogia,0,1,-1,1,0.0
accumulation,1,1,0,2,0.0
things,1,1,0,2,0.0
subjected,0,1,-1,1,0.0
institutions,0,3,-3,3,0.0
sort,0,1,-1,1,0.0
opened,0,1,-1,1,0.0
histoire,0,1,-1,1,0.0
heráldica,0,1,-1,1,0.0
revillagigedo,0,1,-1,1,0.0
montana,0,1,-1,1,0.0
victorians,0,1,-1,1,0.0
rise,0,1,-1,1,0.0
hegemony,0,1,-1,1,0.0
doubted,0,1,-1,1,0.0
believe,0,1,-1,1,0.0
17194651,0,1,-1,1,0.0
broberg,0,2,-2,2,0.0
mines,0,4,-4,4,0.0
wave,0,1,-1,1,0.0
hampshire,0,1,-1,1,0.0
neck,0,1,-1,1,0.0
exposed,0,1,-1,1,0.0
reality,0,1,-1,1,0.0
covered,0,1,-1,1,0.0
remained,0,1,-1,1,0.0
singing,0,1,-1,1,0.0
cousin,0,1,-1,1,0.0
extractive,0,2,-2,2,0.0
justify,0,1,-1,1,0.0
private,0,1,-1,1,0.0
domingo,0,1,-1,1,0.0
ross,0,1,-1,1,0.0
articles,0,1,-1,1,0.0
particular,0,1,-1,1,0.0
blindness,0,1,-1,1,0.0
juba,0,1,-1,1,0.0
1219,0,1,-1,1,0.0
response,0,1,-1,1,0.0
prince,0,1,-1,1,0.0
claims,0,1,-1,1,0.0
boxer,0,1,-1,1,0.0
stems,0,1,-1,1,0.0
henry,0,3,-3,3,0.0
baltistan,0,1,-1,1,0.0
fourteen,0,1,-1,1,0.0
tribute,0,1,-1,1,0.0
presence,0,1,-1,1,0.0
nepal,0,1,-1,1,0.0
amp,2,2,0,4,0.0
college,0,2,-2,2,0.0
declinationshen,2,2,0,4,0.0
region7,2,2,0,4,0.0
ref10,2,2,0,4,0.0
presents,0,1,-1,1,0.0
austria,0,1,-1,1,0.0
investigaciones,0,1,-1,1,0.0
eurasia,0,1,-1,1,0.0
works,0,1,-1,1,0.0
lobbied,0,2,-2,2,0.0
fittingly,0,1,-1,1,0.0
forces,0,1,-1,1,0.0
primarily,0,1,-1,1,0.0
kingdom,0,1,-1,1,0.0
thornton,0,1,-1,1,0.0
cultivation,0,1,-1,1,0.0
subjugation,0,1,-1,1,0.0
renounced,0,1,-1,1,0.0
1968,0,1,-1,1,0.0
russia,0,1,-1,1,0.0
labrador,0,1,-1,1,0.0
northwest,0,1,-1,1,0.0
financed,0,1,-1,1,0.0
scotland,0,1,-1,1,0.0
duchy,0,1,-1,1,0.0
cristoffarime,0,1,-1,1,0.0
castilian,0,1,-1,1,0.0
slow,0,1,-1,1,0.0
1892,0,1,-1,1,0.0
water,0,1,-1,1,0.0
resulted,0,1,-1,1,0.0
blueberries,0,1,-1,1,0.0
temporarily,0,1,-1,1,0.0
bhutan,0,1,-1,1,0.0
replace,0,1,-1,1,0.0
committee,0,1,-1,1,0.0
area,0,1,-1,1,0.0
defining,0,1,-1,1,0.0
asian,0,2,-2,2,0.0
oman,0,3,-3,3,0.0
inviting,0,1,-1,1,0.0
1880,0,1,-1,1,0.0
patriot,0,1,-1,1,0.0
42,0,1,-1,1,0.0
immigration,0,1,-1,1,0.0
lighthouse,0,1,-1,1,0.0
24522,0,1,-1,1,0.0
accelerated,0,1,-1,1,0.0
kashag,0,1,-1,1,0.0
sagallo,0,1,-1,1,0.0
attribute,0,1,-1,1,0.0
olken,0,1,-1,1,0.0
indicates,0,1,-1,1,0.0
wear,0,1,-1,1,0.0
annexed,0,1,-1,1,0.0
files,0,1,-1,1,0.0
acapulco,0,1,-1,1,0.0
dakotahttps,0,1,-1,1,0.0
estonia,0,1,-1,1,0.0
invasion,0,1,-1,1,0.0
citations,0,1,-1,1,0.0
1565,0,1,-1,1,0.0
stating,0,1,-1,1,0.0
argument,0,1,-1,1,0.0
marathon,0,1,-1,1,0.0
multiplicity,0,1,-1,1,0.0
presentacion,0,1,-1,1,0.0
ceded,0,2,-2,2,0.0
says,0,3,-3,3,0.0
1408,0,1,-1,1,0.0
experience,0,1,-1,1,0.0
economically,0,1,-1,1,0.0
built,0,1,-1,1,0.0
argentine,0,2,-2,2,0.0
starting,0,1,-1,1,0.0
malaria,0,1,-1,1,0.0
pocketed,0,1,-1,1,0.0
demographic,0,2,-2,2,0.0
origins,1,1,0,2,0.0
democrats,1,1,0,2,0.0
taíno,1,1,0,2,0.0
macedon,1,1,0,2,0.0
badly,1,1,0,2,0.0
goals,1,1,0,2,0.0
violencefanon,1,1,0,2,0.0
enemies,1,1,0,2,0.0
span,1,1,0,2,0.0
issue,1,1,0,2,0.0
establish,1,1,0,2,0.0
implies,1,1,0,2,0.0
oxford,1,1,0,2,0.0
archeological,1,1,0,2,0.0
maghreb,1,1,0,2,0.0
guinea,1,1,0,2,0.0
supposedly,1,1,0,2,0.0
revised,1,1,0,2,0.0
pole,1,1,0,2,0.0
trindade,1,1,0,2,0.0
_indigenous_peoples_day_,1,1,0,2,0.0
1525,1,1,0,2,0.0
gathorne,0,1,-1,1,0.0
described,0,1,-1,1,0.0
pacific,0,1,-1,1,0.0
stable,0,1,-1,1,0.0
scientific,0,1,-1,1,0.0
lethal,0,1,-1,1,0.0
254,0,1,-1,1,0.0
fort,0,1,-1,1,0.0
1518,1,1,0,2,0.0
phoenicia,0,1,-1,1,0.0
benefits,0,1,-1,1,0.0
seq,0,1,-1,1,0.0
natal,0,1,-1,1,0.0
diálogo,0,2,-2,2,0.0
1879,0,2,-2,2,0.0
dallas,0,2,-2,2,0.0
china,0,1,-1,1,0.0
corombo,0,1,-1,1,0.0
worked,0,1,-1,1,0.0
site,10,10,0,20,0.0
greenland,10,10,0,20,0.0
amazonas,1,1,0,2,0.0
cocos,1,1,0,2,0.0
magubane,1,1,0,2,0.0
authorized,1,1,0,2,0.0
remain,1,1,0,2,0.0
designate,1,1,0,2,0.0
cavalry,1,1,0,2,0.0
escape,1,1,0,2,0.0
mythologies,1,1,0,2,0.0
chosen,1,1,0,2,0.0
wariboko,1,1,0,2,0.0
boruca,1,1,0,2,0.0
festivity,1,1,0,2,0.0
changing,1,1,0,2,0.0
pdfveracini,1,1,0,2,0.0
dependdemocracy,1,1,0,2,0.0
02,1,1,0,2,0.0
evelyn,1,1,0,2,0.0
trenton,1,1,0,2,0.0
shall,1,1,0,2,0.0
melillia,1,1,0,2,0.0
1792,1,1,0,2,0.0
democracy,1,1,0,2,0.0
atoll,1,1,0,2,0.0
quechuan,1,1,0,2,0.0
ebola,10,10,0,20,0.0
political,10,10,0,20,0.0
chorotega,1,1,0,2,0.0
vimy,1,1,0,2,0.0
raped,1,1,0,2,0.0
file_9708,1,1,0,2,0.0
240,1,1,0,2,0.0
improvement,1,1,0,2,0.0
company,0,1,-1,1,0.0
cortés,1,1,0,2,0.0
viking,1,1,0,2,0.0
whitaker,1,1,0,2,0.0
148,1,1,0,2,0.0
1491,1,1,0,2,0.0
senate,1,1,0,2,0.0
uavyfbkvgywejh,1,1,0,2,0.0
culo,1,1,0,2,0.0
yunnan,0,1,-1,1,0.0
cova,0,2,-2,2,0.0
fairbanks,0,1,-1,1,0.0
1580,0,1,-1,1,0.0
shares,0,1,-1,1,0.0
boletines,0,1,-1,1,0.0
ovando,0,1,-1,1,0.0
israelites,1,1,0,2,0.0
olympic,0,1,-1,1,0.0
nicolás,0,1,-1,1,0.0
disunited,0,1,-1,1,0.0
extended,0,1,-1,1,0.0
esdras,0,1,-1,1,0.0
cooling,0,1,-1,1,0.0
desert,0,1,-1,1,0.0
municipalities,1,1,0,2,0.0
secondary,1,1,0,2,0.0
structure,1,1,0,2,0.0
normally,1,1,0,2,0.0
scholarswho,1,1,0,2,0.0
sksksksk,1,1,0,2,0.0
300px,1,1,0,2,0.0
enabled,1,1,0,2,0.0
ohio,1,1,0,2,0.0
beauty,1,1,0,2,0.0
thinking,1,1,0,2,0.0
suicide,1,1,0,2,0.0
edomites,1,1,0,2,0.0
raw,1,1,0,2,0.0
hispaniola,9,9,0,18,0.0
press,9,9,0,18,0.0
harv,1,1,0,2,0.0
st,1,1,0,2,0.0
lyal,1,1,0,2,0.0
indochina,1,1,0,2,0.0
formidable,1,1,0,2,0.0
lief,1,1,0,2,0.0
currently,1,1,0,2,0.0
synthesize,1,1,0,2,0.0
bloodiest,1,1,0,2,0.0
arqueological,1,1,0,2,0.0
boise,1,1,0,2,0.0
europeansstoler,1,1,0,2,0.0
reservations,1,1,0,2,0.0
mandate,1,1,0,2,0.0
por,1,1,0,2,0.0
glaciation,1,1,0,2,0.0
lifestyle,1,1,0,2,0.0
bdjecgdycjscvrgcjsmvtycadfcmfyvcukdsagvyagvyu,1,1,0,2,0.0
fiesta,1,1,0,2,0.0
implications,1,1,0,2,0.0
eusopoean,1,1,0,2,0.0
114,1,1,0,2,0.0
1822,0,2,-2,2,0.0
juan,1,1,0,2,0.0
norse,15,15,0,30,0.0
spain,13,13,0,26,0.0
ceuta,1,1,0,2,0.0
egrees,1,1,0,2,0.0
dunbar,1,1,0,2,0.0
europeansamerican,1,1,0,2,0.0
dina,1,1,0,2,0.0
dedicated,1,1,0,2,0.0
hired,1,1,0,2,0.0
capitalism,1,1,0,2,0.0
hispanicity,0,1,-1,1,0.0
brother,0,1,-1,1,0.0
60,0,1,-1,1,0.0
gilgit,0,1,-1,1,0.0
learn,1,1,0,2,0.0
hudson,1,1,0,2,0.0
tsg,1,1,0,2,0.0
glyptodontthumb,1,1,0,2,0.0
leopold,1,1,0,2,0.0
easter,1,1,0,2,0.0
discovery,17,17,0,34,0.0
settlement,16,16,0,32,0.0
plantains,1,1,0,2,0.0
pulaski,1,1,0,2,0.0
hochschild,1,1,0,2,0.0
1969,0,3,-3,3,0.0
lot,0,1,-1,1,0.0
1783,0,1,-1,1,0.0
governance,0,1,-1,1,0.0
wake,1,1,0,2,0.0
topical,0,1,-1,1,0.0
sentiment,0,1,-1,1,0.0
feathered,0,1,-1,1,0.0
tusi,0,2,-2,2,0.0
arabic,0,1,-1,1,0.0
designating,0,1,-1,1,0.0
congressional,0,1,-1,1,0.0
colonizer,0,1,-1,1,0.0
traditionally,0,1,-1,1,0.0
complicated,0,1,-1,1,0.0
qamutiik,0,1,-1,1,0.0
territorial,1,1,0,2,0.0
moorehead,1,1,0,2,0.0
ponce,1,1,0,2,0.0
jason,1,1,0,2,0.0
thanksgiving,0,1,-1,1,0.0
grouppeepeepoo,1,1,0,2,0.0
mere,1,1,0,2,0.0
migrate,1,1,0,2,0.0
bleed,1,1,0,2,0.0
chief,1,1,0,2,0.0
page_scan_tab_contentsveracini,1,1,0,2,0.0
cite,1,1,0,2,0.0
investment,1,1,0,2,0.0
day_286,1,1,0,2,0.0
lpg,1,1,0,2,0.0
heard,1,1,0,2,0.0
local,1,1,0,2,0.0
legends,1,1,0,2,0.0
vespucci,1,1,0,2,0.0
ideologies,0,1,-1,1,0.0
carolinas,1,1,0,2,0.0
andby,1,1,0,2,0.0
todos,1,1,0,2,0.0
diphtheria,1,1,0,2,0.0
coronado,1,1,0,2,0.0
paleo,1,1,0,2,0.0
cristina,1,1,0,2,0.0
technologies,1,1,0,2,0.0
800,1,1,0,2,0.0
8084917906,1,1,0,2,0.0
ny,0,1,-1,1,0.0
rebound,0,1,-1,1,0.0
1999,0,1,-1,1,0.0
cristóvão,0,1,-1,1,0.0
buildings,0,1,-1,1,0.0
plantations,1,1,0,2,0.0
arthur,0,1,-1,1,0.0
cody,0,1,-1,1,0.0
graceland,0,1,-1,1,0.0
defamation,0,1,-1,1,0.0
62,0,1,-1,1,0.0
relativism,0,1,-1,1,0.0
noblewoman,0,1,-1,1,0.0
tend,0,1,-1,1,0.0
historian,0,1,-1,1,0.0
attempting,0,1,-1,1,0.0
1813,0,1,-1,1,0.0
little,1,1,0,2,0.0
walled,1,1,0,2,0.0
wazzup,1,1,0,2,0.0
star,1,1,0,2,0.0
frontpagemag,1,1,0,2,0.0
nakano,1,1,0,2,0.0
oppressor,1,1,0,2,0.0
broader,1,1,0,2,0.0
units,1,1,0,2,0.0
cool,1,1,0,2,0.0
1915,1,1,0,2,0.0
1513,1,1,0,2,0.0
crops,1,1,0,2,0.0
alexander,1,1,0,2,0.0
lady,1,1,0,2,0.0
children,1,1,0,2,0.0
dozens,1,1,0,2,0.0
oghsdbfhsdbhffshdfdshfbhdsj,1,1,0,2,0.0
medic,1,1,0,2,0.0
andahuaylillas,1,1,0,2,0.0
faced,1,1,0,2,0.0
dominancerodney,2,2,0,4,0.0
bringing,2,2,0,4,0.0
technology,2,2,0,4,0.0
236,2,2,0,4,0.0
navigator,2,2,0,4,0.0
live,2,2,0,4,0.0
able,2,2,0,4,0.0
subsequent,2,2,0,4,0.0
pop14,2,2,0,4,0.0
times,2,2,0,4,0.0
pop24,2,2,0,4,0.0
cape,2,2,0,4,0.0
chicago,2,2,0,4,0.0
region11,2,2,0,4,0.0
azores,1,1,0,2,0.0
pop5,2,2,0,4,0.0
soldiers,2,2,0,4,0.0
italy,2,2,0,4,0.0
mainly,2,2,0,4,0.0
160,2,2,0,4,0.0
murders,2,2,0,4,0.0
dependency,2,2,0,4,0.0
crew,3,3,0,6,0.0
aleppo,3,3,0,6,0.0
1978,3,3,0,6,0.0
image,3,3,0,6,0.0
nacional,3,3,0,6,0.0
lasted,3,3,0,6,0.0
pop25,3,3,0,6,0.0
venezuela,3,3,0,6,0.0
pop2,2,2,0,4,0.0
1346,0,1,-1,1,0.0
pop18,2,2,0,4,0.0
attempt,2,2,0,4,0.0
las,2,2,0,4,0.0
violently,2,2,0,4,0.0
aragon,2,2,0,4,0.0
redatam,2,2,0,4,0.0
pop3,2,2,0,4,0.0
counter,2,2,0,4,0.0
created,2,2,0,4,0.0
ref14,2,2,0,4,0.0
region10,2,2,0,4,0.0
intrinsically,2,2,0,4,0.0
1582,2,2,0,4,0.0
extend,2,2,0,4,0.0
agriculture,3,3,0,6,0.0
largest,3,3,0,6,0.0
francisco,3,3,0,6,0.0
1000,3,3,0,6,0.0
þing,3,3,0,6,0.0
widely,3,3,0,6,0.0
women,3,3,0,6,0.0
journeys,3,3,0,6,0.0
oklahoma,2,2,0,4,0.0
pop13,2,2,0,4,0.0
border,2,2,0,4,0.0
pop19,2,2,0,4,0.0
general,2,2,0,4,0.0
ancient,2,2,0,4,0.0
ref20,2,2,0,4,0.0
40,3,3,0,6,0.0
region20,2,2,0,4,0.0
conquering,0,1,-1,1,0.0
cristoffa,0,1,-1,1,0.0
dominance,0,1,-1,1,0.0
corporation,0,1,-1,1,0.0
efforts,0,1,-1,1,0.0
formosa,0,1,-1,1,0.0
monuments,0,2,-2,2,0.0
army,0,1,-1,1,0.0
1802,0,1,-1,1,0.0
notion,0,1,-1,1,0.0
portion,0,1,-1,1,0.0
1811,0,1,-1,1,0.0
overviews,0,1,-1,1,0.0
albania,3,3,0,6,0.0
cognates,0,1,-1,1,0.0
ex,0,1,-1,1,0.0
original,2,2,0,4,0.0
conquests,2,2,0,4,0.0
maría,2,2,0,4,0.0
salvador,2,2,0,4,0.0
domination,2,2,0,4,0.0
wafb,2,2,0,4,0.0
2018,2,2,0,4,0.0
ref8,2,2,0,4,0.0
quotes,2,2,0,4,0.0
87,2,2,0,4,0.0
region14,2,2,0,4,0.0
nigeria,2,2,0,4,0.0
region6,2,2,0,4,0.0
paolucci,0,2,-2,2,0.0
transfer,2,2,0,4,0.0
100,2,2,0,4,0.0
region15,2,2,0,4,0.0
116,2,2,0,4,0.0
tribe,2,2,0,4,0.0
surrounding,2,2,0,4,0.0
pop16,2,2,0,4,0.0
battle,2,2,0,4,0.0
paul,2,2,0,4,0.0
pop15,2,2,0,4,0.0
ref15,2,2,0,4,0.0
pop9,2,2,0,4,0.0
initiated,2,2,0,4,0.0
approximately,3,3,0,6,0.0
king,3,3,0,6,0.0
region2,2,2,0,4,0.0
colombus,3,3,0,6,0.0
based,3,3,0,6,0.0
vincent,3,3,0,6,0.0
region5,2,2,0,4,0.0
524,2,2,0,4,0.0
innocent,2,2,0,4,0.0
rule,2,2,0,4,0.0
force,2,2,0,4,0.0
removed,2,2,0,4,0.0
sksksk,2,2,0,4,0.0
pop8,2,2,0,4,0.0
pop11,2,2,0,4,0.0
religions,2,2,0,4,0.0
previously,2,2,0,4,0.0
ref16,2,2,0,4,0.0
trinidad,3,3,0,6,0.0
origin,1,1,0,2,0.0
html90,1,1,0,2,0.0
sensitive,1,1,0,2,0.0
poison,1,1,0,2,0.0
environment,1,1,0,2,0.0
monterey,1,1,0,2,0.0
settlements,1,1,0,2,0.0
tripolitania,3,3,0,6,0.0
taking,3,3,0,6,0.0
file,3,3,0,6,0.0
egypt,3,3,0,6,0.0
pop26,3,3,0,6,0.0
region9,2,2,0,4,0.0
small,2,2,0,4,0.0
démographique,0,1,-1,1,0.0
pinta,2,2,0,4,0.0
agenda,2,2,0,4,0.0
shen,2,2,0,4,0.0
region23,2,2,0,4,0.0
work,2,2,0,4,0.0
varies,2,2,0,4,0.0
inca,2,2,0,4,0.0
related,2,2,0,4,0.0
governor,2,2,0,4,0.0
does,2,2,0,4,0.0
independently,2,2,0,4,0.0
imposition,2,2,0,4,0.0
pop10,2,2,0,4,0.0
legal,2,2,0,4,0.0
free,3,3,0,6,0.0
knowledges,2,2,0,4,0.0
fakeholiday,1,1,0,2,0.0
philip,1,1,0,2,0.0
1640,0,1,-1,1,0.0
orleans,0,1,-1,1,0.0
retreat,0,1,-1,1,0.0
page_scan_tab_contents,0,1,-1,1,0.0
armas,0,1,-1,1,0.0
resident,0,1,-1,1,0.0
