word,times_added,times_removed,net_change,absolute_change,survival_fraction
outbreak,2,2,0,4,0.0
shells,2,2,0,4,0.0
rebels,2,2,0,4,0.0
estimation,2,2,0,4,0.0
caucasoid,2,2,0,4,0.0
consumer,2,2,0,4,0.0
1896,2,2,0,4,0.0
rupert,1,1,0,2,0.0
anne,1,1,0,2,0.0
mosaic,1,1,0,2,0.0
pluricontinental,1,1,0,2,0.0
1612,1,1,0,2,0.0
credited,1,1,0,2,0.0
sepoy,1,1,0,2,0.0
basutoland,1,1,0,2,0.0
losing,1,1,0,2,0.0
est,1,1,0,2,0.0
sickness,1,1,0,2,0.0
sudan,2,2,0,4,0.0
mongoloid,2,2,0,4,0.0
rite,2,2,0,4,0.0
nakota,2,2,0,4,0.0
indochina,2,2,0,4,0.0
branches,2,2,0,4,0.0
ways,2,2,0,4,0.0
steps,2,2,0,4,0.0
boone,2,2,0,4,0.0
520,2,2,0,4,0.0
latinobarómetro,2,2,0,4,0.0
kakawira,2,2,0,4,0.0
arana,2,2,0,4,0.0
impressive,2,2,0,4,0.0
reaffirmed,2,2,0,4,0.0
cracks,2,2,0,4,0.0
thinking,2,2,0,4,0.0
cognates,2,2,0,4,0.0
symbolize,2,2,0,4,0.0
kristinsson,1,1,0,2,0.0
refuge,1,1,0,2,0.0
shape,1,1,0,2,0.0
basketry,2,2,0,4,0.0
gilbert,2,2,0,4,0.0
element,2,2,0,4,0.0
meat,2,2,0,4,0.0
economists,2,2,0,4,0.0
implication,2,2,0,4,0.0
diet,2,2,0,4,0.0
phaseolus,2,2,0,4,0.0
chukchi,2,2,0,4,0.0
offensive,2,2,0,4,0.0
pellegrinogiacomo,2,2,0,4,0.0
sedentary,2,2,0,4,0.0
medicines,2,2,0,4,0.0
manifested,2,2,0,4,0.0
catlin,2,2,0,4,0.0
rasps,2,2,0,4,0.0
glimpses,2,2,0,4,0.0
strabo,2,2,0,4,0.0
elections,2,2,0,4,0.0
otavalo,2,2,0,4,0.0
zapotecs,2,2,0,4,0.0
party,2,2,0,4,0.0
samoan,2,2,0,4,0.0
applying,2,2,0,4,0.0
swiftly,2,2,0,4,0.0
expectancy,2,2,0,4,0.0
worth,1,1,0,2,0.0
contratación,1,1,0,2,0.0
wind,2,2,0,4,0.0
measured,2,2,0,4,0.0
chippewas,2,2,0,4,0.0
henry,2,2,0,4,0.0
lit,2,2,0,4,0.0
kabardino,1,1,0,2,0.0
awareness,1,1,0,2,0.0
1801,1,1,0,2,0.0
futuna,1,1,0,2,0.0
guanacaste,2,2,0,4,0.0
civilising,1,1,0,2,0.0
centres,1,1,0,2,0.0
1557,1,1,0,2,0.0
gl,1,1,0,2,0.0
hei,1,1,0,2,0.0
consistently,1,1,0,2,0.0
norm,2,2,0,4,0.0
nut,2,2,0,4,0.0
princes,2,2,0,4,0.0
conversion,2,2,0,4,0.0
emerging,2,2,0,4,0.0
martín,1,1,0,2,0.0
appearance,2,2,0,4,0.0
disuse,2,2,0,4,0.0
cañaris,2,2,0,4,0.0
atacameños,2,2,0,4,0.0
resist,2,2,0,4,0.0
pech,2,2,0,4,0.0
felling,2,2,0,4,0.0
moniz,2,2,0,4,0.0
solutrean,2,2,0,4,0.0
gc,2,2,0,4,0.0
taríja,2,2,0,4,0.0
maghreb,2,2,0,4,0.0
jennie,2,2,0,4,0.0
testing,2,2,0,4,0.0
méxico,2,2,0,4,0.0
requiring,2,2,0,4,0.0
butt,2,2,0,4,0.0
rabbit,2,2,0,4,0.0
integration,2,2,0,4,0.0
pbs,2,2,0,4,0.0
lithic,2,2,0,4,0.0
mahuad,2,2,0,4,0.0
basal,2,2,0,4,0.0
percussion,2,2,0,4,0.0
erdoes,2,2,0,4,0.0
gen,2,2,0,4,0.0
valdivia,2,2,0,4,0.0
dos,2,2,0,4,0.0
trappers,2,2,0,4,0.0
purépechas,2,2,0,4,0.0
14446,2,2,0,4,0.0
venezuelans,2,2,0,4,0.0
redskin,2,2,0,4,0.0
114,2,2,0,4,0.0
disappeared,2,2,0,4,0.0
vasco,2,2,0,4,0.0
fires,2,2,0,4,0.0
sculptures,2,2,0,4,0.0
noticeably,2,2,0,4,0.0
mojeño,2,2,0,4,0.0
peanuts,2,2,0,4,0.0
junctures,2,2,0,4,0.0
maximum,2,2,0,4,0.0
museo,2,2,0,4,0.0
kekchi,2,2,0,4,0.0
battles,2,2,0,4,0.0
game,2,2,0,4,0.0
coffee,2,2,0,4,0.0
kingdoms,2,2,0,4,0.0
pluralities,2,2,0,4,0.0
populationbarbados,1,1,0,2,0.0
samoa,1,1,0,2,0.0
brevicaule,2,2,0,4,0.0
costume,2,2,0,4,0.0
accession,2,2,0,4,0.0
washingtion,2,2,0,4,0.0
complicatus,2,2,0,4,0.0
foo,2,2,0,4,0.0
balkaria,1,1,0,2,0.0
bark,2,2,0,4,0.0
rapa,2,2,0,4,0.0
faded,2,2,0,4,0.0
unesco,2,2,0,4,0.0
arguing,2,2,0,4,0.0
proposing,2,2,0,4,0.0
settling,2,2,0,4,0.0
panamá,2,2,0,4,0.0
philology,2,2,0,4,0.0
adam,2,2,0,4,0.0
thiijioe,1,1,0,2,0.0
sentence,2,2,0,4,0.0
hide,2,2,0,4,0.0
stretched,2,2,0,4,0.0
postconquest,2,2,0,4,0.0
trinitarizm,2,2,0,4,0.0
employee,2,2,0,4,0.0
refugium,2,2,0,4,0.0
andthe,2,2,0,4,0.0
easterly,2,2,0,4,0.0
alaskan,2,2,0,4,0.0
intact,2,2,0,4,0.0
occurrence,2,2,0,4,0.0
vectors,2,2,0,4,0.0
283,2,2,0,4,0.0
spiritual,2,2,0,4,0.0
gap,2,2,0,4,0.0
dress,2,2,0,4,0.0
relatives,2,2,0,4,0.0
type,2,2,0,4,0.0
rhetoric,2,2,0,4,0.0
contract,2,2,0,4,0.0
rivercane,2,2,0,4,0.0
wilson,2,2,0,4,0.0
structures,2,2,0,4,0.0
reproduced,2,2,0,4,0.0
unifying,2,2,0,4,0.0
amerigo,2,2,0,4,0.0
rex,2,2,0,4,0.0
blocking,2,2,0,4,0.0
textbook,2,2,0,4,0.0
sunga,2,2,0,4,0.0
daniel,2,2,0,4,0.0
begin,2,2,0,4,0.0
aborigen,2,2,0,4,0.0
feather,2,2,0,4,0.0
hungarian,2,2,0,4,0.0
rails,1,1,0,2,0.0
739,2,2,0,4,0.0
jar,2,2,0,4,0.0
atacama,2,2,0,4,0.0
frequent,2,2,0,4,0.0
domestically,2,2,0,4,0.0
masks,2,2,0,4,0.0
marrow,2,2,0,4,0.0
recombines,2,2,0,4,0.0
woopwoop,2,2,0,4,0.0
uruguayans,2,2,0,4,0.0
bianchinetta,2,2,0,4,0.0
democracia,2,2,0,4,0.0
leyes,1,1,0,2,0.0
lizcano,1,1,0,2,0.0
highest,1,1,0,2,0.0
alienating,1,1,0,2,0.0
tobagonian,1,1,0,2,0.0
sven,1,1,0,2,0.0
disregarded,1,1,0,2,0.0
populationswaziland,1,1,0,2,0.0
technically,2,2,0,4,0.0
woodhead,2,2,0,4,0.0
plans,2,2,0,4,0.0
partition,2,2,0,4,0.0
auxiliaries,2,2,0,4,0.0
korc,2,2,0,4,0.0
tongan,2,2,0,4,0.0
broadly,2,2,0,4,0.0
painter,2,2,0,4,0.0
mogote,2,2,0,4,0.0
chesley,2,2,0,4,0.0
peasant,2,2,0,4,0.0
elderly,2,2,0,4,0.0
region20,2,2,0,4,0.0
seeds,2,2,0,4,0.0
comechingón,2,2,0,4,0.0
demerara,2,2,0,4,0.0
measure,2,2,0,4,0.0
7500,2,2,0,4,0.0
welcomed,2,2,0,4,0.0
americasas,2,2,0,4,0.0
audencia,2,2,0,4,0.0
evolutionarily,2,2,0,4,0.0
autonomías,2,2,0,4,0.0
pop13,2,2,0,4,0.0
dené,2,2,0,4,0.0
quichuas,2,2,0,4,0.0
puruhá,2,2,0,4,0.0
exonyms,2,2,0,4,0.0
restrictions,2,2,0,4,0.0
monophonic,2,2,0,4,0.0
sequenced,2,2,0,4,0.0
caciques,2,2,0,4,0.0
caves,2,2,0,4,0.0
bucaram,2,2,0,4,0.0
head,2,2,0,4,0.0
narratives,2,2,0,4,0.0
salasacan,2,2,0,4,0.0
moche,2,2,0,4,0.0
chimbuelo,2,2,0,4,0.0
buhl,2,2,0,4,0.0
gesture,2,2,0,4,0.0
provided,2,2,0,4,0.0
xq1a,2,2,0,4,0.0
conquering,2,2,0,4,0.0
decide,2,2,0,4,0.0
prehistory,2,2,0,4,0.0
redatam,2,2,0,4,0.0
import,2,2,0,4,0.0
critique,2,2,0,4,0.0
mohawks,2,2,0,4,0.0
suppress,2,2,0,4,0.0
normative,2,2,0,4,0.0
genome,2,2,0,4,0.0
coexistence,2,2,0,4,0.0
depends,2,2,0,4,0.0
mitimaes,2,2,0,4,0.0
destabilize,2,2,0,4,0.0
pakistan,2,2,0,4,0.0
enduring,2,2,0,4,0.0
robertson,2,2,0,4,0.0
marshallese,2,2,0,4,0.0
aktalakota,2,2,0,4,0.0
cross,2,2,0,4,0.0
totalref,2,2,0,4,0.0
cordilleran,2,2,0,4,0.0
markas,2,2,0,4,0.0
mahoney,2,2,0,4,0.0
guaymí,2,2,0,4,0.0
timeline,2,2,0,4,0.0
suspicious,2,2,0,4,0.0
colonisation,2,2,0,4,0.0
secondly,2,2,0,4,0.0
uk,2,2,0,4,0.0
quijos,2,2,0,4,0.0
transplanted,2,2,0,4,0.0
weavings,2,2,0,4,0.0
fundamentally,2,2,0,4,0.0
death_place,2,2,0,4,0.0
feasible,2,2,0,4,0.0
implied,2,2,0,4,0.0
decreasing,2,2,0,4,0.0
indubitably,2,2,0,4,0.0
allocated,2,2,0,4,0.0
aborting,2,2,0,4,0.0
tubes,2,2,0,4,0.0
soldiers,2,2,0,4,0.0
superior,2,2,0,4,0.0
fossil,2,2,0,4,0.0
endorsed,2,2,0,4,0.0
ne,2,2,0,4,0.0
stages,2,2,0,4,0.0
pop19,2,2,0,4,0.0
turkmenistan,2,2,0,4,0.0
products,2,2,0,4,0.0
penobscot,2,2,0,4,0.0
raids,2,2,0,4,0.0
vanilla,2,2,0,4,0.0
índio,2,2,0,4,0.0
pardo,2,2,0,4,0.0
scramble,2,2,0,4,0.0
advance,2,2,0,4,0.0
417,2,2,0,4,0.0
d2a,2,2,0,4,0.0
pingushat,2,2,0,4,0.0
kolla,2,2,0,4,0.0
carlos,2,2,0,4,0.0
separated,2,2,0,4,0.0
gambia,2,2,0,4,0.0
tsáchila,2,2,0,4,0.0
caste,2,2,0,4,0.0
ref14,2,2,0,4,0.0
tell,2,2,0,4,0.0
sultan,2,2,0,4,0.0
globally,2,2,0,4,0.0
entitled,2,2,0,4,0.0
shaman,2,2,0,4,0.0
panara,2,2,0,4,0.0
holocaust,2,2,0,4,0.0
supposedly,2,2,0,4,0.0
tuning,2,2,0,4,0.0
pornvikings,1,1,0,2,0.0
pop18,2,2,0,4,0.0
junio,2,2,0,4,0.0
nui,2,2,0,4,0.0
struggled,2,2,0,4,0.0
jalapeños,2,2,0,4,0.0
aboriginals,2,2,0,4,0.0
belgium,2,2,0,4,0.0
cathedral,2,2,0,4,0.0
atran,2,2,0,4,0.0
9210,2,2,0,4,0.0
siberians,2,2,0,4,0.0
souls,2,2,0,4,0.0
är,2,2,0,4,0.0
tehuantepec,2,2,0,4,0.0
gatherer,2,2,0,4,0.0
pictograms,2,2,0,4,0.0
agency,2,2,0,4,0.0
sample,2,2,0,4,0.0
paula,2,2,0,4,0.0
pirates,2,2,0,4,0.0
huaorani,2,2,0,4,0.0
syllabics,2,2,0,4,0.0
transferring,2,2,0,4,0.0
job,2,2,0,4,0.0
shuar,2,2,0,4,0.0
indos,2,2,0,4,0.0
flag,2,2,0,4,0.0
mythologies,2,2,0,4,0.0
groves,2,2,0,4,0.0
ethnonym,2,2,0,4,0.0
mal,2,2,0,4,0.0
1811,2,2,0,4,0.0
crescent,2,2,0,4,0.0
density,2,2,0,4,0.0
crafts,2,2,0,4,0.0
norms,2,2,0,4,0.0
753,2,2,0,4,0.0
occasionally,2,2,0,4,0.0
truly,2,2,0,4,0.0
arviat,2,2,0,4,0.0
hardly,2,2,0,4,0.0
need,2,2,0,4,0.0
management,2,2,0,4,0.0
populace,2,2,0,4,0.0
away,2,2,0,4,0.0
tablet,2,2,0,4,0.0
historically,2,2,0,4,0.0
assimilate,2,2,0,4,0.0
ayllus,2,2,0,4,0.0
helena,2,2,0,4,0.0
tendency,1,1,0,2,0.0
manas,1,1,0,2,0.0
chukotka,1,1,0,2,0.0
laos,1,1,0,2,0.0
melilla,1,1,0,2,0.0
gabon,1,1,0,2,0.0
annamthumb,1,1,0,2,0.0
progressively,1,1,0,2,0.0
scotti,2,2,0,4,0.0
assemblies,2,2,0,4,0.0
1491,2,2,0,4,0.0
rules,2,2,0,4,0.0
dominate,2,2,0,4,0.0
cow,2,2,0,4,0.0
encyclopedic,2,2,0,4,0.0
presumably,2,2,0,4,0.0
length,2,2,0,4,0.0
occurring,2,2,0,4,0.0
harvard,2,2,0,4,0.0
tugua,2,2,0,4,0.0
forward,2,2,0,4,0.0
catholicism,2,2,0,4,0.0
profits,2,2,0,4,0.0
cave,2,2,0,4,0.0
validity,2,2,0,4,0.0
hegel,2,2,0,4,0.0
matambú,2,2,0,4,0.0
izalco,2,2,0,4,0.0
hellgrewe,1,1,0,2,0.0
spinhuis,1,1,0,2,0.0
ellice,1,1,0,2,0.0
199,1,1,0,2,0.0
036,2,2,0,4,0.0
alutiiq,2,2,0,4,0.0
quechuas,2,2,0,4,0.0
capacity,2,2,0,4,0.0
1770,2,2,0,4,0.0
assumptions,2,2,0,4,0.0
carvings,2,2,0,4,0.0
yo,2,2,0,4,0.0
landholdings,2,2,0,4,0.0
capitol,2,2,0,4,0.0
deeply,2,2,0,4,0.0
remaining,2,2,0,4,0.0
physical,2,2,0,4,0.0
exposure,2,2,0,4,0.0
eliot,2,2,0,4,0.0
interaction,2,2,0,4,0.0
improve,2,2,0,4,0.0
olmecs,2,2,0,4,0.0
abugidas,2,2,0,4,0.0
campesina,2,2,0,4,0.0
phase,2,2,0,4,0.0
spivak,2,2,0,4,0.0
singular,2,2,0,4,0.0
share,2,2,0,4,0.0
revolting,2,2,0,4,0.0
designations,2,2,0,4,0.0
m45,2,2,0,4,0.0
kant,2,2,0,4,0.0
satellite,2,2,0,4,0.0
advances,2,2,0,4,0.0
1511,2,2,0,4,0.0
geological,2,2,0,4,0.0
guianas,2,2,0,4,0.0
dirisiwe,2,2,0,4,0.0
wage,2,2,0,4,0.0
glaciation,2,2,0,4,0.0
snoop,2,2,0,4,0.0
kills,2,2,0,4,0.0
ceramics,2,2,0,4,0.0
islander,2,2,0,4,0.0
westwards,2,2,0,4,0.0
suck,2,2,0,4,0.0
extant,2,2,0,4,0.0
eyak,2,2,0,4,0.0
ingesting,2,2,0,4,0.0
tarijeño,2,2,0,4,0.0
aleuts,2,2,0,4,0.0
pantheon,2,2,0,4,0.0
algerian,2,2,0,4,0.0
c1a,2,2,0,4,0.0
cree,2,2,0,4,0.0
interval,2,2,0,4,0.0
1200,2,2,0,4,0.0
eater,2,2,0,4,0.0
offspring,2,2,0,4,0.0
expel,2,2,0,4,0.0
guarani,2,2,0,4,0.0
dignity,2,2,0,4,0.0
pop20,2,2,0,4,0.0
increasingly,2,2,0,4,0.0
feathers,2,2,0,4,0.0
prohibited,2,2,0,4,0.0
person,2,2,0,4,0.0
preserving,2,2,0,4,0.0
48,2,2,0,4,0.0
regulation,2,2,0,4,0.0
arose,2,2,0,4,0.0
zygosity,2,2,0,4,0.0
garðar,2,2,0,4,0.0
región,2,2,0,4,0.0
contracting,2,2,0,4,0.0
scenario,2,2,0,4,0.0
doomed,2,2,0,4,0.0
presently,2,2,0,4,0.0
jurisdictions,2,2,0,4,0.0
displayed,2,2,0,4,0.0
approximate,2,2,0,4,0.0
quicker,2,2,0,4,0.0
966,2,2,0,4,0.0
publ,2,2,0,4,0.0
ojibwa,2,2,0,4,0.0
blackfeet,2,2,0,4,0.0
exacerbated,2,2,0,4,0.0
khakas,2,2,0,4,0.0
southwestern,2,2,0,4,0.0
broader,2,2,0,4,0.0
nawat,2,2,0,4,0.0
seed,2,2,0,4,0.0
standstill,2,2,0,4,0.0
statutes,2,2,0,4,0.0
timing,2,2,0,4,0.0
refugees,2,2,0,4,0.0
toltec,2,2,0,4,0.0
palms,2,2,0,4,0.0
cup,2,2,0,4,0.0
marginalized,2,2,0,4,0.0
pop16,2,2,0,4,0.0
sway,2,2,0,4,0.0
ref16,2,2,0,4,0.0
upward,2,2,0,4,0.0
preferred,2,2,0,4,0.0
57,2,2,0,4,0.0
wichi,2,2,0,4,0.0
chané,2,2,0,4,0.0
pectoral,2,2,0,4,0.0
religions,2,2,0,4,0.0
sahib,1,1,0,2,0.0
capac,2,2,0,4,0.0
terena,2,2,0,4,0.0
tolupan,2,2,0,4,0.0
upwards,2,2,0,4,0.0
especial,2,2,0,4,0.0
1965,2,2,0,4,0.0
responded,2,2,0,4,0.0
lesser,2,2,0,4,0.0
1707,2,2,0,4,0.0
derechos,2,2,0,4,0.0
newsarticle,2,2,0,4,0.0
sunflower,2,2,0,4,0.0
000includes,1,1,0,2,0.0
pop24,1,1,0,2,0.0
addenda,1,1,0,2,0.0
1887,2,2,0,4,0.0
consult,2,2,0,4,0.0
benito,2,2,0,4,0.0
maladies,2,2,0,4,0.0
collectively,2,2,0,4,0.0
region15,2,2,0,4,0.0
parallel,2,2,0,4,0.0
couple,2,2,0,4,0.0
objective,2,2,0,4,0.0
logosyllabic,2,2,0,4,0.0
diminished,2,2,0,4,0.0
berinigia,2,2,0,4,0.0
cocopa,2,2,0,4,0.0
panzaleo,2,2,0,4,0.0
ref15,2,2,0,4,0.0
pop15,2,2,0,4,0.0
province,2,2,0,4,0.0
westernmost,2,2,0,4,0.0
grants,2,2,0,4,0.0
domesticating,2,2,0,4,0.0
concurrently,2,2,0,4,0.0
undergo,2,2,0,4,0.0
region14,2,2,0,4,0.0
conjectured,2,2,0,4,0.0
lenape,2,2,0,4,0.0
142,2,2,0,4,0.0
thereof,2,2,0,4,0.0
myriad,2,2,0,4,0.0
spanning,2,2,0,4,0.0
carry,2,2,0,4,0.0
1628,2,2,0,4,0.0
federally,2,2,0,4,0.0
lexicons,2,2,0,4,0.0
ref17,2,2,0,4,0.0
yaqui,2,2,0,4,0.0
consultation,2,2,0,4,0.0
determinants,2,2,0,4,0.0
ortiz,2,2,0,4,0.0
mosquito,2,2,0,4,0.0
spouse,2,2,0,4,0.0
hondurans,2,2,0,4,0.0
prove,2,2,0,4,0.0
choctaw,2,2,0,4,0.0
regulations,2,2,0,4,0.0
roger,2,2,0,4,0.0
germany,2,2,0,4,0.0
observational,2,2,0,4,0.0
suicidal,2,2,0,4,0.0
dr,2,2,0,4,0.0
canelo,2,2,0,4,0.0
intentional,2,2,0,4,0.0
mimics,2,2,0,4,0.0
noun,2,2,0,4,0.0
contiguous,2,2,0,4,0.0
seeking,2,2,0,4,0.0
legitimizing,2,2,0,4,0.0
524,2,2,0,4,0.0
invasive,2,2,0,4,0.0
tiempos,2,2,0,4,0.0
158,2,2,0,4,0.0
talamanca,2,2,0,4,0.0
academia,2,2,0,4,0.0
skeletons,2,2,0,4,0.0
practises,2,2,0,4,0.0
unmixed,2,2,0,4,0.0
participation,2,2,0,4,0.0
commonalities,2,2,0,4,0.0
hieroglyphs,2,2,0,4,0.0
rubber,2,2,0,4,0.0
news2,2,2,0,4,0.0
karttunen,2,2,0,4,0.0
atypical,2,2,0,4,0.0
mexica,2,2,0,4,0.0
fabrics,2,2,0,4,0.0
enríquez,2,2,0,4,0.0
aleut,2,2,0,4,0.0
tlaxcalas,2,2,0,4,0.0
maintained,2,2,0,4,0.0
exponentially,1,1,0,2,0.0
victims,2,2,0,4,0.0
indonesia,2,2,0,4,0.0
1653,2,2,0,4,0.0
465,2,2,0,4,0.0
505,2,2,0,4,0.0
nevis,2,2,0,4,0.0
favored,2,2,0,4,0.0
landowning,2,2,0,4,0.0
richer,2,2,0,4,0.0
181,2,2,0,4,0.0
toba,2,2,0,4,0.0
compared,2,2,0,4,0.0
sustaining,1,1,0,2,0.0
excluding,1,1,0,2,0.0
chesapeake,1,1,0,2,0.0
ref20,2,2,0,4,0.0
plantation,2,2,0,4,0.0
artist,2,2,0,4,0.0
thunderbird,2,2,0,4,0.0
613,2,2,0,4,0.0
colonialist,2,2,0,4,0.0
rivera,2,2,0,4,0.0
zacatecas,2,2,0,4,0.0
discouraged,2,2,0,4,0.0
nationality,2,2,0,4,0.0
campbell,2,2,0,4,0.0
molecular,2,2,0,4,0.0
respected,2,2,0,4,0.0
referendums,2,2,0,4,0.0
populationfrench,2,2,0,4,0.0
adding,2,2,0,4,0.0
achuar,2,2,0,4,0.0
arising,2,2,0,4,0.0
negotiate,2,2,0,4,0.0
pinto,2,2,0,4,0.0
alphabet,2,2,0,4,0.0
municipal,2,2,0,4,0.0
680,2,2,0,4,0.0
beatriz,2,2,0,4,0.0
pop14,2,2,0,4,0.0
grasses,2,2,0,4,0.0
1750,2,2,0,4,0.0
leslie,2,2,0,4,0.0
bean,2,2,0,4,0.0
amur,2,2,0,4,0.0
secluded,2,2,0,4,0.0
cash,2,2,0,4,0.0
picture,2,2,0,4,0.0
residency,2,2,0,4,0.0
shapes,2,2,0,4,0.0
bombing,1,1,0,2,0.0
chechnya,1,1,0,2,0.0
meeeeeeeeeeeeeeeee,1,1,0,2,0.0
vladimir,1,1,0,2,0.0
gante,1,1,0,2,0.0
robert,1,1,0,2,0.0
instantly,1,1,0,2,0.0
coming,1,1,0,2,0.0
sulu,1,1,0,2,0.0
avocados,2,2,0,4,0.0
revealed,2,2,0,4,0.0
stucco,2,2,0,4,0.0
tientsin,2,2,0,4,0.0
oral,2,2,0,4,0.0
contain,2,2,0,4,0.0
mazahua,2,2,0,4,0.0
miguel,2,2,0,4,0.0
landless,2,2,0,4,0.0
redirects,2,2,0,4,0.0
þing,2,2,0,4,0.0
moreno,2,2,0,4,0.0
capsicum,2,2,0,4,0.0
millennial,2,2,0,4,0.0
practically,2,2,0,4,0.0
damage,2,2,0,4,0.0
diccionario,2,2,0,4,0.0
occurs,2,2,0,4,0.0
finger,2,2,0,4,0.0
endonyms,2,2,0,4,0.0
microbes,2,2,0,4,0.0
endow,1,1,0,2,0.0
323,1,1,0,2,0.0
moscow,2,2,0,4,0.0
balladelli,2,2,0,4,0.0
discover,2,2,0,4,0.0
nna,2,2,0,4,0.0
reviewed,2,2,0,4,0.0
ona,2,2,0,4,0.0
stage,2,2,0,4,0.0
mesoamerica,2,2,0,4,0.0
ngwanaka,2,2,0,4,0.0
subtiaba,2,2,0,4,0.0
abc,2,2,0,4,0.0
roles,2,2,0,4,0.0
snowfall,2,2,0,4,0.0
glaciers,2,2,0,4,0.0
selective,2,2,0,4,0.0
archipelago,2,2,0,4,0.0
delawares,2,2,0,4,0.0
arauco,2,2,0,4,0.0
wages,2,2,0,4,0.0
division,2,2,0,4,0.0
rcbp,2,2,0,4,0.0
zambo,2,2,0,4,0.0
interference,2,2,0,4,0.0
underwater,2,2,0,4,0.0
antu,2,2,0,4,0.0
region19,2,2,0,4,0.0
industrialization,1,1,0,2,0.0
estudios,1,1,0,2,0.0
kissing,1,1,0,2,0.0
homosexual,1,1,0,2,0.0
concerned,1,1,0,2,0.0
www12,1,1,0,2,0.0
mercantilist,1,1,0,2,0.0
guys,1,1,0,2,0.0
exploit,1,1,0,2,0.0
ussr,1,1,0,2,0.0
interpretation,2,2,0,4,0.0
flaked,2,2,0,4,0.0
perestrelo,2,2,0,4,0.0
1750s,2,2,0,4,0.0
originario,2,2,0,4,0.0
alajuela,2,2,0,4,0.0
exhibit,2,2,0,4,0.0
taino,2,2,0,4,0.0
structured,2,2,0,4,0.0
cacique,2,2,0,4,0.0
hate,2,2,0,4,0.0
influential,2,2,0,4,0.0
lavrador,1,1,0,2,0.0
ugandan,2,2,0,4,0.0
1946,2,2,0,4,0.0
iche,2,2,0,4,0.0
goseyun,2,2,0,4,0.0
theoretical,2,2,0,4,0.0
revolts,2,2,0,4,0.0
haplotypes,2,2,0,4,0.0
mountain,2,2,0,4,0.0
populationbrazil,2,2,0,4,0.0
chia,2,2,0,4,0.0
presidents,2,2,0,4,0.0
listed,2,2,0,4,0.0
leftist,2,2,0,4,0.0
geneflow,2,2,0,4,0.0
unified,2,2,0,4,0.0
menominee,2,2,0,4,0.0
chiquitano,2,2,0,4,0.0
978,2,2,0,4,0.0
applauded,2,2,0,4,0.0
cacán,2,2,0,4,0.0
practicing,2,2,0,4,0.0
brattahlíð,2,2,0,4,0.0
dorado,2,2,0,4,0.0
shards,2,2,0,4,0.0
amsterdam,2,2,0,4,0.0
innovation,2,2,0,4,0.0
growing,2,2,0,4,0.0
pop21,2,2,0,4,0.0
katarista,2,2,0,4,0.0
aid,2,2,0,4,0.0
turkic,2,2,0,4,0.0
unangax,2,2,0,4,0.0
6567,2,2,0,4,0.0
mike,2,2,0,4,0.0
ref21,2,2,0,4,0.0
remnants,2,2,0,4,0.0
bands,2,2,0,4,0.0
block,2,2,0,4,0.0
precise,2,2,0,4,0.0
reed,2,2,0,4,0.0
126,2,2,0,4,0.0
cascajal,2,2,0,4,0.0
lakotah,2,2,0,4,0.0
photograph,2,2,0,4,0.0
mythical,2,2,0,4,0.0
realizing,2,2,0,4,0.0
intermixture,2,2,0,4,0.0
tongue,2,2,0,4,0.0
immediate,2,2,0,4,0.0
nahuizalco,2,2,0,4,0.0
annually,2,2,0,4,0.0
1625,2,2,0,4,0.0
inseparable,2,2,0,4,0.0
sumu,2,2,0,4,0.0
chartered,2,2,0,4,0.0
ngäbe,2,2,0,4,0.0
barbary,2,2,0,4,0.0
kelly,2,2,0,4,0.0
letters,2,2,0,4,0.0
instituto,2,2,0,4,0.0
closer,2,2,0,4,0.0
mayans,2,2,0,4,0.0
cordage,2,2,0,4,0.0
pulso,2,2,0,4,0.0
overview,2,2,0,4,0.0
emergency,2,2,0,4,0.0
descended,2,2,0,4,0.0
brothers,2,2,0,4,0.0
condemned,2,2,0,4,0.0
gives,2,2,0,4,0.0
cedar,2,2,0,4,0.0
militarily,2,2,0,4,0.0
facing,2,2,0,4,0.0
reasons,2,2,0,4,0.0
mongolian,2,2,0,4,0.0
pure,2,2,0,4,0.0
tarapacá,2,2,0,4,0.0
21st,2,2,0,4,0.0
mauritius,2,2,0,4,0.0
scrolls,2,2,0,4,0.0
beadwork,2,2,0,4,0.0
fishing,2,2,0,4,0.0
diegofernando,2,2,0,4,0.0
manioc,2,2,0,4,0.0
bad,2,2,0,4,0.0
surrendered,2,2,0,4,0.0
863,2,2,0,4,0.0
113,2,2,0,4,0.0
divergence,2,2,0,4,0.0
mayangna,2,2,0,4,0.0
definition,2,2,0,4,0.0
papal,2,2,0,4,0.0
fundação,2,2,0,4,0.0
property,2,2,0,4,0.0
atonal,2,2,0,4,0.0
specifics,2,2,0,4,0.0
maleku,2,2,0,4,0.0
1664,2,2,0,4,0.0
1608,2,2,0,4,0.0
historia,1,1,0,2,0.0
reinforcing,1,1,0,2,0.0
ferguson,1,1,0,2,0.0
511,2,2,0,4,0.0
educational,2,2,0,4,0.0
ditlhabololo,2,2,0,4,0.0
feared,2,2,0,4,0.0
predominantly,2,2,0,4,0.0
armies,2,2,0,4,0.0
artistic,2,2,0,4,0.0
gould,2,2,0,4,0.0
confining,2,2,0,4,0.0
1777,2,2,0,4,0.0
paolo,2,2,0,4,0.0
paleoindian,2,2,0,4,0.0
1670,2,2,0,4,0.0
pleistocene,2,2,0,4,0.0
linguistically,2,2,0,4,0.0
autodeterminación,2,2,0,4,0.0
parliament,2,2,0,4,0.0
